Image,Steering,Accelerate
Data/Image_1723635807980763 7580.jpg,23.0,202.0
Data/Image_1723635808026891 7581.jpg,22.0,202.0
Data/Image_1723635808046569 7582.jpg,22.0,202.0
Data/Image_1723635808095143 7583.jpg,22.0,201.0
Data/Image_1723635808114686 7584.jpg,22.0,201.0
Data/Image_172363580816397 7585.jpg,19.0,203.0
Data/Image_1723635808178679 7586.jpg,19.0,203.0
Data/Image_1723635808232036 7587.jpg,18.0,202.0
Data/Image_1723635808248237 7588.jpg,18.0,202.0
Data/Image_1723635808281407 7589.jpg,18.0,202.0
Data/Image_1723635808314198 7590.jpg,19.0,202.0
Data/Image_1723635808361285 7591.jpg,21.0,201.0
Data/Image_1723635808379796 7592.jpg,21.0,201.0
Data/Image_1723635808429739 7593.jpg,24.0,198.0
Data/Image_1723635808446052 7594.jpg,24.0,198.0
Data/Image_1723635808489663 7595.jpg,28.0,196.0
Data/Image_1723635808515166 7596.jpg,28.0,196.0
Data/Image_172363580856689 7597.jpg,32.0,198.0
Data/Image_172363580858113 7598.jpg,32.0,198.0
Data/Image_1723635808615027 7599.jpg,32.0,198.0
Data/Image_1723635808661383 7600.jpg,30.0,197.0
Data/Image_172363580868093 7601.jpg,30.0,197.0
Data/Image_17236358087298 7602.jpg,23.0,197.0
Data/Image_1723635808746653 7603.jpg,23.0,197.0
Data/Image_1723635808789929 7604.jpg,18.0,201.0
Data/Image_1723635808816728 7605.jpg,18.0,201.0
Data/Image_1723635808858237 7606.jpg,13.0,202.0
Data/Image_1723635808879658 7607.jpg,13.0,202.0
Data/Image_1723635808927033 7608.jpg,12.0,201.0
Data/Image_1723635808946057 7609.jpg,12.0,201.0
Data/Image_172363580899498 7610.jpg,12.0,203.0
Data/Image_1723635809015009 7611.jpg,12.0,203.0
Data/Image_1723635809063559 7612.jpg,13.0,202.0
Data/Image_1723635809080023 7613.jpg,13.0,202.0
Data/Image_1723635809131874 7614.jpg,14.0,202.0
Data/Image_1723635809150479 7615.jpg,14.0,202.0
Data/Image_1723635809180834 7616.jpg,14.0,202.0
Data/Image_1723635809228838 7617.jpg,13.0,202.0
Data/Image_172363580924613 7618.jpg,13.0,202.0
Data/Image_172363580929532 7619.jpg,17.0,200.0
Data/Image_1723635809311848 7620.jpg,19.0,200.0
Data/Image_1723635809355501 7621.jpg,19.0,198.0
Data/Image_1723635809377899 7622.jpg,20.0,198.0
Data/Image_1723635809423705 7623.jpg,20.0,200.0
Data/Image_172363580944661 7624.jpg,20.0,200.0
Data/Image_1723635809491716 7625.jpg,19.0,197.0
Data/Image_1723635809514457 7626.jpg,19.0,196.0
Data/Image_1723635809561269 7627.jpg,21.0,193.0
Data/Image_1723635809581216 7628.jpg,21.0,193.0
Data/Image_1723635809629698 7629.jpg,23.0,191.0
Data/Image_1723635809646469 7630.jpg,23.0,191.0
Data/Image_1723635809698147 7631.jpg,23.0,189.0
Data/Image_1723635809712524 7632.jpg,23.0,189.0
Data/Image_172363580974868 7633.jpg,23.0,189.0
Data/Image_1723635809801224 7634.jpg,23.0,182.0
Data/Image_1723635809815078 7635.jpg,23.0,182.0
Data/Image_1723635809861286 7636.jpg,23.0,180.0
Data/Image_1723635809881003 7637.jpg,23.0,180.0
Data/Image_1723635809929751 7638.jpg,24.0,177.0
Data/Image_1723635809946334 7639.jpg,24.0,177.0
Data/Image_1723635809998393 7640.jpg,25.0,189.0
Data/Image_1723635810013134 7641.jpg,25.0,189.0
Data/Image_1723635810049054 7642.jpg,26.0,189.0
Data/Image_1723635810091725 7643.jpg,29.0,184.0
Data/Image_1723635810113982 7644.jpg,29.0,172.0
Data/Image_1723635810161573 7645.jpg,35.0,171.0
Data/Image_1723635810180705 7646.jpg,35.0,171.0
Data/Image_1723635810234093 7647.jpg,36.0,171.0
Data/Image_1723635810247544 7648.jpg,36.0,171.0
Data/Image_172363581029829 7649.jpg,36.0,175.0
Data/Image_172363581031375 7650.jpg,36.0,175.0
Data/Image_1723635810366881 7651.jpg,36.0,183.0
Data/Image_1723635810382319 7652.jpg,36.0,183.0
Data/Image_172363581042686 7653.jpg,36.0,184.0
Data/Image_1723635810448231 7654.jpg,36.0,184.0
Data/Image_1723635810495375 7655.jpg,36.0,183.0
Data/Image_1723635810514032 7656.jpg,36.0,183.0
Data/Image_172363581056341 7657.jpg,36.0,184.0
Data/Image_1723635810579488 7658.jpg,36.0,184.0
Data/Image_1723635810612643 7659.jpg,36.0,185.0
Data/Image_1723635810648475 7660.jpg,36.0,185.0
Data/Image_1723635810691742 7661.jpg,48.0,178.0
Data/Image_1723635810714562 7662.jpg,48.0,175.0
Data/Image_1723635810763319 7663.jpg,54.0,175.0
Data/Image_1723635810780073 7664.jpg,54.0,175.0
Data/Image_1723635810825333 7665.jpg,57.0,176.0
Data/Image_1723635810846622 7666.jpg,57.0,176.0
Data/Image_1723635810895675 7667.jpg,57.0,180.0
Data/Image_1723635810911845 7668.jpg,61.0,180.0
Data/Image_1723635810967166 7669.jpg,61.0,176.0
Data/Image_1723635810982824 7670.jpg,61.0,176.0
Data/Image_1723635811029667 7671.jpg,61.0,184.0
Data/Image_1723635811047411 7672.jpg,61.0,184.0
Data/Image_1723635811091462 7673.jpg,58.0,184.0
Data/Image_1723635811114697 7674.jpg,58.0,182.0
Data/Image_172363581116311 7675.jpg,58.0,182.0
Data/Image_1723635811180168 7676.jpg,58.0,182.0
Data/Image_1723635811212805 7677.jpg,58.0,182.0
Data/Image_1723635811261293 7678.jpg,59.0,180.0
Data/Image_1723635811283569 7679.jpg,59.0,180.0
Data/Image_1723635811331605 7680.jpg,60.0,180.0
Data/Image_1723635811346639 7681.jpg,60.0,181.0
Data/Image_172363581139382 7682.jpg,60.0,181.0
Data/Image_1723635811414607 7683.jpg,60.0,181.0
Data/Image_1723635811465381 7684.jpg,60.0,183.0
Data/Image_1723635811479713 7685.jpg,60.0,183.0
Data/Image_1723635811527179 7686.jpg,60.0,183.0
Data/Image_1723635811545033 7687.jpg,60.0,183.0
Data/Image_1723635811598075 7688.jpg,60.0,182.0
Data/Image_1723635811615504 7689.jpg,60.0,182.0
Data/Image_1723635811661337 7690.jpg,60.0,183.0
Data/Image_1723635811680748 7691.jpg,60.0,183.0
Data/Image_1723635811731482 7692.jpg,60.0,183.0
Data/Image_1723635811747246 7693.jpg,60.0,182.0
Data/Image_1723635811793907 7694.jpg,60.0,182.0
Data/Image_1723635811813034 7695.jpg,60.0,182.0
Data/Image_1723635811865703 7696.jpg,51.0,184.0
Data/Image_172363581188136 7697.jpg,51.0,184.0
Data/Image_1723635811914563 7698.jpg,51.0,184.0
Data/Image_1723635811961762 7699.jpg,35.0,189.0
Data/Image_1723635811980303 7700.jpg,35.0,189.0
Data/Image_1723635812029927 7701.jpg,35.0,192.0
Data/Image_172363581204667 7702.jpg,35.0,192.0
Data/Image_1723635812089835 7703.jpg,35.0,196.0
Data/Image_172363581211439 7704.jpg,35.0,196.0
Data/Image_1723635812158102 7705.jpg,35.0,202.0
Data/Image_1723635812184998 7706.jpg,35.0,202.0
Data/Image_1723635812227327 7707.jpg,35.0,204.0
Data/Image_172363581224952 7708.jpg,35.0,204.0
Data/Image_1723635812295942 7709.jpg,35.0,203.0
Data/Image_1723635812316058 7710.jpg,37.0,203.0
Data/Image_1723635812364574 7711.jpg,38.0,206.0
Data/Image_1723635812378307 7712.jpg,38.0,206.0
Data/Image_1723635812423334 7713.jpg,38.0,213.0
Data/Image_17236358124443 7714.jpg,38.0,213.0
Data/Image_1723635812501726 7715.jpg,38.0,219.0
Data/Image_1723635812520457 7716.jpg,38.0,219.0
Data/Image_1723635812561302 7717.jpg,39.0,226.0
Data/Image_1723635812581686 7718.jpg,39.0,226.0
Data/Image_1723635812629775 7719.jpg,45.0,226.0
Data/Image_172363581264875 7720.jpg,45.0,226.0
Data/Image_1723635812698143 7721.jpg,49.0,226.0
Data/Image_1723635812711998 7722.jpg,49.0,226.0
Data/Image_1723635812758093 7723.jpg,50.0,224.0
Data/Image_1723635812780751 7724.jpg,50.0,224.0
Data/Image_1723635812827033 7725.jpg,48.0,230.0
Data/Image_1723635812846713 7726.jpg,48.0,230.0
Data/Image_1723635812895578 7727.jpg,47.0,227.0
Data/Image_1723635812913982 7728.jpg,49.0,227.0
Data/Image_1723635812963201 7729.jpg,49.0,220.0
Data/Image_1723635812979828 7730.jpg,49.0,220.0
Data/Image_17236358130127 7731.jpg,49.0,222.0
Data/Image_1723635813044906 7732.jpg,43.0,222.0
Data/Image_1723635813101256 7733.jpg,37.0,229.0
Data/Image_1723635813114391 7734.jpg,37.0,229.0
Data/Image_1723635813161977 7735.jpg,36.0,227.0
Data/Image_1723635813179298 7736.jpg,36.0,227.0
Data/Image_1723635813229765 7737.jpg,35.0,220.0
Data/Image_1723635813246514 7738.jpg,35.0,220.0
Data/Image_1723635813289734 7739.jpg,35.0,221.0
Data/Image_1723635813311687 7740.jpg,35.0,221.0
Data/Image_1723635813358399 7741.jpg,35.0,226.0
Data/Image_1723635813377419 7742.jpg,35.0,226.0
Data/Image_1723635813426995 7743.jpg,35.0,235.0
Data/Image_17236358134463 7744.jpg,35.0,235.0
Data/Image_1723635813495282 7745.jpg,35.0,243.0
Data/Image_1723635813513194 7746.jpg,35.0,243.0
Data/Image_1723635813563614 7747.jpg,32.0,246.0
Data/Image_1723635813579192 7748.jpg,32.0,246.0
Data/Image_1723635813612853 7749.jpg,32.0,248.0
Data/Image_1723635813644878 7750.jpg,26.0,248.0
Data/Image_172363581369207 7751.jpg,26.0,248.0
Data/Image_1723635813713515 7752.jpg,26.0,247.0
Data/Image_1723635813761235 7753.jpg,26.0,240.0
Data/Image_1723635813780575 7754.jpg,26.0,240.0
Data/Image_1723635813834615 7755.jpg,23.0,238.0
Data/Image_1723635813845662 7756.jpg,23.0,238.0
Data/Image_172363581388977 7757.jpg,22.0,246.0
Data/Image_172363581391164 7758.jpg,22.0,246.0
Data/Image_1723635813958186 7759.jpg,21.0,246.0
Data/Image_1723635813977807 7760.jpg,21.0,246.0
Data/Image_1723635814026586 7761.jpg,20.0,239.0
Data/Image_1723635814047194 7762.jpg,20.0,239.0
Data/Image_1723635814095318 7763.jpg,19.0,238.0
Data/Image_1723635814113268 7764.jpg,18.0,238.0
Data/Image_1723635814171718 7765.jpg,17.0,240.0
Data/Image_1723635814182477 7766.jpg,17.0,237.0
Data/Image_1723635814232049 7767.jpg,17.0,237.0
Data/Image_1723635814247293 7768.jpg,17.0,236.0
Data/Image_1723635814291826 7769.jpg,18.0,236.0
Data/Image_1723635814315289 7770.jpg,18.0,234.0
Data/Image_1723635814361243 7771.jpg,19.0,231.0
Data/Image_1723635814381279 7772.jpg,19.0,231.0
Data/Image_1723635814429862 7773.jpg,20.0,230.0
Data/Image_172363581444689 7774.jpg,20.0,230.0
Data/Image_1723635814498124 7775.jpg,20.0,226.0
Data/Image_1723635814515098 7776.jpg,20.0,226.0
Data/Image_1723635814567052 7777.jpg,20.0,226.0
Data/Image_1723635814580862 7778.jpg,20.0,226.0
Data/Image_172363581462659 7779.jpg,20.0,225.0
Data/Image_1723635814648251 7780.jpg,20.0,225.0
Data/Image_1723635814695206 7781.jpg,22.0,222.0
Data/Image_1723635814716087 7782.jpg,23.0,222.0
Data/Image_1723635814763718 7783.jpg,23.0,220.0
Data/Image_1723635814781818 7784.jpg,23.0,220.0
Data/Image_1723635814832111 7785.jpg,20.0,221.0
Data/Image_1723635814850162 7786.jpg,20.0,221.0
Data/Image_1723635814891977 7787.jpg,19.0,221.0
Data/Image_1723635814916823 7788.jpg,19.0,220.0
Data/Image_1723635814961341 7789.jpg,16.0,207.0
Data/Image_1723635814981787 7790.jpg,16.0,207.0
Data/Image_1723635815029739 7791.jpg,14.0,189.0
Data/Image_1723635815049465 7792.jpg,14.0,189.0
Data/Image_1723635815105206 7793.jpg,14.0,170.0
Data/Image_1723635815115205 7794.jpg,14.0,170.0
Data/Image_1723635815147974 7795.jpg,14.0,170.0
Data/Image_1723635815180587 7796.jpg,14.0,160.0
Data/Image_1723635815226571 7797.jpg,14.0,146.0
Data/Image_1723635815247057 7798.jpg,14.0,146.0
Data/Image_1723635815295033 7799.jpg,13.0,143.0
Data/Image_1723635815313102 7800.jpg,14.0,143.0
Data/Image_1723635815363293 7801.jpg,13.0,141.0
Data/Image_1723635815378882 7802.jpg,13.0,141.0
Data/Image_1723635815412527 7803.jpg,13.0,140.0
Data/Image_1723635815444664 7804.jpg,14.0,140.0
Data/Image_1723635815491682 7805.jpg,13.0,139.0
Data/Image_1723635815518189 7806.jpg,13.0,141.0
Data/Image_1723635815561551 7807.jpg,12.0,142.0
Data/Image_1723635815579533 7808.jpg,12.0,142.0
Data/Image_1723635815629573 7809.jpg,12.0,142.0
Data/Image_1723635815646665 7810.jpg,12.0,142.0
Data/Image_1723635815689628 7811.jpg,11.0,146.0
Data/Image_172363581571341 7812.jpg,11.0,146.0
Data/Image_1723635815746748 7813.jpg,11.0,146.0
Data/Image_1723635815791693 7814.jpg,11.0,146.0
Data/Image_1723635815811005 7815.jpg,11.0,145.0
Data/Image_1723635815861239 7816.jpg,11.0,147.0
Data/Image_1723635815881398 7817.jpg,11.0,147.0
Data/Image_1723635815929651 7818.jpg,11.0,147.0
Data/Image_1723635815945961 7819.jpg,11.0,147.0
Data/Image_1723635815998045 7820.jpg,11.0,146.0
Data/Image_1723635816012 7821.jpg,11.0,146.0
Data/Image_1723635816058442 7822.jpg,11.0,146.0
Data/Image_172363581607917 7823.jpg,11.0,146.0
Data/Image_1723635816126515 7824.jpg,11.0,146.0
Data/Image_1723635816148247 7825.jpg,11.0,146.0
Data/Image_1723635816194989 7826.jpg,10.0,146.0
Data/Image_1723635816212939 7827.jpg,11.0,146.0
Data/Image_1723635816263204 7828.jpg,12.0,146.0
Data/Image_1723635816280533 7829.jpg,12.0,146.0
Data/Image_1723635816323467 7830.jpg,12.0,147.0
Data/Image_1723635816345894 7831.jpg,12.0,147.0
Data/Image_1723635816391615 7832.jpg,11.0,145.0
Data/Image_172363581641205 7833.jpg,11.0,146.0
Data/Image_1723635816461359 7834.jpg,18.0,145.0
Data/Image_1723635816480588 7835.jpg,18.0,145.0
Data/Image_1723635816529963 7836.jpg,20.0,150.0
Data/Image_1723635816546099 7837.jpg,20.0,150.0
Data/Image_1723635816589956 7838.jpg,23.0,153.0
Data/Image_172363581661364 7839.jpg,23.0,153.0
Data/Image_1723635816658108 7840.jpg,25.0,155.0
Data/Image_1723635816679223 7841.jpg,25.0,155.0
Data/Image_1723635816726715 7842.jpg,26.0,160.0
Data/Image_1723635816747048 7843.jpg,26.0,160.0
Data/Image_1723635816795524 7844.jpg,21.0,160.0
Data/Image_1723635816814343 7845.jpg,17.0,160.0
Data/Image_1723635816863266 7846.jpg,16.0,161.0
Data/Image_1723635816879042 7847.jpg,16.0,161.0
Data/Image_1723635816912073 7848.jpg,16.0,163.0
Data/Image_1723635816966773 7849.jpg,16.0,164.0
Data/Image_1723635816978946 7850.jpg,16.0,164.0
Data/Image_1723635817026655 7851.jpg,16.0,164.0
Data/Image_1723635817044982 7852.jpg,16.0,164.0
Data/Image_1723635817095111 7853.jpg,16.0,164.0
Data/Image_1723635817115584 7854.jpg,16.0,164.0
Data/Image_1723635817164832 7855.jpg,16.0,164.0
Data/Image_1723635817180059 7856.jpg,16.0,164.0
Data/Image_1723635817227029 7857.jpg,16.0,165.0
Data/Image_1723635817247118 7858.jpg,16.0,165.0
Data/Image_1723635817295307 7859.jpg,16.0,162.0
Data/Image_1723635817312551 7860.jpg,19.0,162.0
Data/Image_1723635817363269 7861.jpg,17.0,164.0
Data/Image_1723635817381223 7862.jpg,17.0,164.0
Data/Image_172363581743163 7863.jpg,15.0,164.0
Data/Image_1723635817459949 7864.jpg,15.0,169.0
Data/Image_1723635817492194 7865.jpg,15.0,169.0
Data/Image_172363581751331 7866.jpg,15.0,169.0
Data/Image_1723635817561189 7867.jpg,15.0,168.0
Data/Image_1723635817579199 7868.jpg,15.0,168.0
Data/Image_1723635817629778 7869.jpg,15.0,168.0
Data/Image_1723635817645921 7870.jpg,15.0,168.0
Data/Image_1723635817698401 7871.jpg,15.0,170.0
Data/Image_1723635817714563 7872.jpg,15.0,170.0
Data/Image_1723635817758442 7873.jpg,15.0,168.0
Data/Image_1723635817781205 7874.jpg,15.0,168.0
Data/Image_1723635817814057 7875.jpg,15.0,168.0
Data/Image_1723635817861326 7876.jpg,15.0,174.0
Data/Image_1723635817881911 7877.jpg,15.0,174.0
Data/Image_1723635817930053 7878.jpg,15.0,174.0
Data/Image_1723635817945796 7879.jpg,15.0,174.0
Data/Image_1723635817998023 7880.jpg,15.0,177.0
Data/Image_1723635818015001 7881.jpg,15.0,177.0
Data/Image_172363581806687 7882.jpg,15.0,180.0
Data/Image_1723635818082019 7883.jpg,15.0,180.0
Data/Image_1723635818126895 7884.jpg,15.0,182.0
Data/Image_172363581814742 7885.jpg,15.0,182.0
Data/Image_1723635818195111 7886.jpg,15.0,182.0
Data/Image_1723635818212555 7887.jpg,15.0,182.0
Data/Image_1723635818263391 7888.jpg,16.0,186.0
Data/Image_1723635818281672 7889.jpg,16.0,186.0
Data/Image_1723635818331731 7890.jpg,19.0,187.0
Data/Image_1723635818349422 7891.jpg,19.0,186.0
Data/Image_1723635818401226 7892.jpg,21.0,185.0
Data/Image_1723635818414902 7893.jpg,21.0,185.0
Data/Image_1723635818461176 7894.jpg,21.0,195.0
Data/Image_1723635818479937 7895.jpg,21.0,195.0
Data/Image_1723635818530013 7896.jpg,18.0,191.0
Data/Image_1723635818549115 7897.jpg,18.0,191.0
Data/Image_1723635818598678 7898.jpg,17.0,188.0
Data/Image_1723635818615602 7899.jpg,17.0,188.0
Data/Image_1723635818666626 7900.jpg,20.0,188.0
Data/Image_1723635818680852 7901.jpg,20.0,188.0
Data/Image_1723635818726649 7902.jpg,19.0,188.0
Data/Image_1723635818748731 7903.jpg,19.0,188.0
Data/Image_1723635818795247 7904.jpg,20.0,200.0
Data/Image_1723635818814601 7905.jpg,20.0,200.0
Data/Image_172363581886331 7906.jpg,19.0,200.0
Data/Image_1723635818877146 7907.jpg,19.0,200.0
Data/Image_1723635818931806 7908.jpg,20.0,198.0
Data/Image_1723635818946833 7909.jpg,20.0,198.0
Data/Image_1723635818992382 7910.jpg,25.0,198.0
Data/Image_1723635819013646 7911.jpg,25.0,199.0
Data/Image_1723635819064311 7912.jpg,29.0,194.0
Data/Image_1723635819082698 7913.jpg,29.0,194.0
Data/Image_1723635819129641 7914.jpg,32.0,184.0
Data/Image_1723635819149131 7915.jpg,32.0,184.0
Data/Image_1723635819198144 7916.jpg,35.0,184.0
Data/Image_1723635819218438 7917.jpg,35.0,184.0
Data/Image_1723635819267062 7918.jpg,35.0,182.0
Data/Image_1723635819284301 7919.jpg,35.0,182.0
Data/Image_1723635819335246 7920.jpg,35.0,190.0
Data/Image_1723635819350684 7921.jpg,32.0,190.0
Data/Image_172363581938513 7922.jpg,32.0,195.0
Data/Image_1723635819429683 7923.jpg,27.0,189.0
Data/Image_1723635819449359 7924.jpg,27.0,189.0
Data/Image_172363581948984 7925.jpg,22.0,192.0
Data/Image_1723635819513611 7926.jpg,22.0,192.0
Data/Image_1723635819558225 7927.jpg,19.0,192.0
Data/Image_1723635819579674 7928.jpg,19.0,192.0
Data/Image_1723635819626705 7929.jpg,19.0,192.0
Data/Image_1723635819645393 7930.jpg,19.0,192.0
Data/Image_1723635819695251 7931.jpg,22.0,192.0
Data/Image_1723635819712757 7932.jpg,23.0,192.0
Data/Image_1723635819763225 7933.jpg,26.0,193.0
Data/Image_1723635819781244 7934.jpg,26.0,193.0
Data/Image_1723635819832424 7935.jpg,30.0,192.0
Data/Image_1723635819846874 7936.jpg,30.0,194.0
Data/Image_1723635819892174 7937.jpg,35.0,194.0
Data/Image_1723635819912416 7938.jpg,35.0,192.0
Data/Image_1723635819961544 7939.jpg,35.0,200.0
Data/Image_172363581997884 7940.jpg,35.0,200.0
Data/Image_1723635820029578 7941.jpg,35.0,216.0
Data/Image_1723635820045412 7942.jpg,35.0,216.0
Data/Image_1723635820077781 7943.jpg,35.0,216.0
Data/Image_1723635820132591 7944.jpg,33.0,237.0
Data/Image_1723635820146732 7945.jpg,33.0,249.0
Data/Image_1723635820191777 7946.jpg,30.0,249.0
Data/Image_1723635820213322 7947.jpg,30.0,253.0
Data/Image_1723635820261487 7948.jpg,28.0,257.0
Data/Image_172363582027873 7949.jpg,28.0,257.0
Data/Image_172363582034458 7950.jpg,25.0,274.0
Data/Image_1723635820353068 7951.jpg,25.0,274.0
Data/Image_1723635820380933 7952.jpg,25.0,274.0
Data/Image_1723635820416264 7953.jpg,26.0,274.0
Data/Image_1723635820466844 7954.jpg,29.0,284.0
Data/Image_1723635820482016 7955.jpg,29.0,284.0
Data/Image_1723635820527064 7956.jpg,31.0,284.0
Data/Image_1723635820549603 7957.jpg,31.0,284.0
Data/Image_1723635820595818 7958.jpg,30.0,286.0
Data/Image_172363582061362 7959.jpg,31.0,286.0
Data/Image_1723635820663391 7960.jpg,33.0,289.0
Data/Image_1723635820685605 7961.jpg,33.0,289.0
Data/Image_1723635820731766 7962.jpg,32.0,299.0
Data/Image_172363582074869 7963.jpg,32.0,310.0
Data/Image_172363582078081 7964.jpg,32.0,310.0
Data/Image_1723635820826877 7965.jpg,32.0,314.0
Data/Image_1723635820847104 7966.jpg,32.0,314.0
Data/Image_1723635820895553 7967.jpg,33.0,315.0
Data/Image_1723635820913099 7968.jpg,30.0,315.0
Data/Image_1723635820963304 7969.jpg,29.0,317.0
Data/Image_1723635820979595 7970.jpg,29.0,317.0
Data/Image_1723635821012933 7971.jpg,29.0,319.0
Data/Image_1723635821049142 7972.jpg,28.0,319.0
Data/Image_1723635821101507 7973.jpg,28.0,319.0
Data/Image_1723635821114656 7974.jpg,28.0,319.0
Data/Image_1723635821161455 7975.jpg,28.0,318.0
Data/Image_1723635821180164 7976.jpg,28.0,318.0
Data/Image_1723635821229835 7977.jpg,29.0,317.0
Data/Image_1723635821246514 7978.jpg,29.0,317.0
Data/Image_1723635821289854 7979.jpg,30.0,314.0
Data/Image_1723635821311571 7980.jpg,30.0,314.0
Data/Image_172363582135879 7981.jpg,30.0,312.0
Data/Image_1723635821379716 7982.jpg,30.0,312.0
Data/Image_1723635821426991 7983.jpg,30.0,314.0
Data/Image_1723635821448978 7984.jpg,30.0,314.0
Data/Image_1723635821495715 7985.jpg,30.0,313.0
Data/Image_1723635821514111 7986.jpg,30.0,313.0
Data/Image_1723635821563621 7987.jpg,33.0,312.0
Data/Image_1723635821577712 7988.jpg,33.0,312.0
Data/Image_1723635821623502 7989.jpg,35.0,312.0
Data/Image_1723635821648283 7990.jpg,35.0,312.0
Data/Image_1723635821680179 7991.jpg,35.0,304.0
Data/Image_1723635821726815 7992.jpg,35.0,297.0
Data/Image_1723635821747142 7993.jpg,35.0,297.0
Data/Image_1723635821797604 7994.jpg,35.0,283.0
Data/Image_1723635821814414 7995.jpg,35.0,283.0
Data/Image_1723635821863557 7996.jpg,35.0,279.0
Data/Image_1723635821884776 7997.jpg,35.0,279.0
Data/Image_1723635821911044 7998.jpg,35.0,273.0
Data/Image_1723635821958224 7999.jpg,35.0,266.0
Data/Image_1723635821980614 8000.jpg,35.0,266.0
Data/Image_1723635822027013 8001.jpg,35.0,259.0
Data/Image_1723635822045488 8002.jpg,35.0,259.0
Data/Image_1723635822095596 8003.jpg,35.0,235.0
Data/Image_1723635822112794 8004.jpg,35.0,235.0
Data/Image_1723635822163196 8005.jpg,32.0,214.0
Data/Image_1723635822177665 8006.jpg,32.0,214.0
Data/Image_1723635822223525 8007.jpg,31.0,184.0
Data/Image_1723635822246728 8008.jpg,31.0,184.0
Data/Image_1723635822291769 8009.jpg,30.0,160.0
Data/Image_1723635822312841 8010.jpg,30.0,139.0
Data/Image_1723635822361341 8011.jpg,29.0,120.0
Data/Image_1723635822378578 8012.jpg,29.0,120.0
Data/Image_1723635822429502 8013.jpg,27.0,103.0
Data/Image_1723635822446275 8014.jpg,27.0,103.0
Data/Image_1723635822489526 8015.jpg,25.0,78.0
Data/Image_1723635822510987 8016.jpg,25.0,78.0
Data/Image_1723635822557977 8017.jpg,25.0,69.0
Data/Image_1723635822580424 8018.jpg,25.0,69.0
Data/Image_1723635822626992 8019.jpg,25.0,65.0
Data/Image_1723635822645612 8020.jpg,25.0,65.0
Data/Image_1723635822695047 8021.jpg,25.0,62.0
Data/Image_1723635822712406 8022.jpg,25.0,62.0
Data/Image_1723635822762996 8023.jpg,29.0,62.0
Data/Image_1723635822777658 8024.jpg,29.0,62.0
Data/Image_1723635822823619 8025.jpg,35.0,62.0
Data/Image_1723635822844503 8026.jpg,35.0,62.0
Data/Image_1723635822891502 8027.jpg,35.0,64.0
Data/Image_1723635822912739 8028.jpg,35.0,66.0
Data/Image_1723635822961128 8029.jpg,35.0,74.0
Data/Image_1723635822979045 8030.jpg,35.0,74.0
Data/Image_1723635823029608 8031.jpg,35.0,88.0
Data/Image_172363582304638 8032.jpg,35.0,88.0
Data/Image_172363582308965 8033.jpg,36.0,88.0
Data/Image_172363582311317 8034.jpg,36.0,88.0
Data/Image_1723635823146864 8035.jpg,36.0,88.0
Data/Image_1723635823191624 8036.jpg,36.0,89.0
Data/Image_1723635823213192 8037.jpg,36.0,81.0
Data/Image_1723635823261179 8038.jpg,35.0,77.0
Data/Image_172363582327996 8039.jpg,35.0,77.0
Data/Image_1723635823329785 8040.jpg,35.0,76.0
Data/Image_1723635823346001 8041.jpg,35.0,76.0
Data/Image_1723635823398059 8042.jpg,35.0,76.0
Data/Image_1723635823412709 8043.jpg,35.0,76.0
Data/Image_1723635823444156 8044.jpg,35.0,76.0
Data/Image_1723635823491486 8045.jpg,35.0,76.0
Data/Image_1723635823512869 8046.jpg,35.0,76.0
Data/Image_1723635823561271 8047.jpg,35.0,76.0
Data/Image_172363582358091 8048.jpg,35.0,76.0
Data/Image_1723635823629873 8049.jpg,35.0,76.0
Data/Image_1723635823645076 8050.jpg,35.0,76.0
Data/Image_1723635823678712 8051.jpg,35.0,76.0
Data/Image_1723635823723134 8052.jpg,35.0,84.0
Data/Image_1723635823743848 8053.jpg,35.0,84.0
Data/Image_1723635823791495 8054.jpg,35.0,99.0
Data/Image_1723635823815233 8055.jpg,35.0,113.0
Data/Image_1723635823861009 8056.jpg,35.0,125.0
Data/Image_1723635823880092 8057.jpg,35.0,125.0
Data/Image_1723635823929596 8058.jpg,32.0,142.0
Data/Image_1723635823947207 8059.jpg,32.0,142.0
Data/Image_1723635823989588 8060.jpg,30.0,146.0
Data/Image_1723635824013129 8061.jpg,30.0,146.0
Data/Image_1723635824046988 8062.jpg,30.0,146.0
Data/Image_1723635824101047 8063.jpg,29.0,144.0
Data/Image_1723635824115271 8064.jpg,29.0,144.0
Data/Image_1723635824161374 8065.jpg,28.0,150.0
Data/Image_1723635824180618 8066.jpg,28.0,150.0
Data/Image_1723635824229895 8067.jpg,27.0,163.0
Data/Image_172363582424694 8068.jpg,27.0,163.0
Data/Image_1723635824298051 8069.jpg,27.0,167.0
Data/Image_1723635824313431 8070.jpg,27.0,167.0
Data/Image_1723635824358696 8071.jpg,26.0,179.0
Data/Image_1723635824382455 8072.jpg,26.0,179.0
Data/Image_1723635824426877 8073.jpg,24.0,194.0
Data/Image_1723635824445996 8074.jpg,24.0,194.0
Data/Image_172363582449536 8075.jpg,23.0,200.0
Data/Image_1723635824513897 8076.jpg,22.0,200.0
Data/Image_1723635824563304 8077.jpg,22.0,202.0
Data/Image_1723635824578236 8078.jpg,22.0,202.0
Data/Image_17236358246234 8079.jpg,22.0,206.0
Data/Image_1723635824644245 8080.jpg,22.0,206.0
